NWCG_REPORTING_UNIT_NAME,DURATION,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE
San Mateo-Santa Cruz Unit,,Miscellaneous,0.1,37.19694,-122.1462
Merced-Mariposa Unit,,Miscellaneous,0.1,37.163989,-119.756027
Shasta-Trinity Unit,0,Equipment Use,40,40.387803,-122.485058
San Luis Obispo Unit,,Missing/Undefined,33,35.6695,-120.999666
San Mateo-Santa Cruz Unit,,Miscellaneous,0.01,37.204722,-122.054444
Amador-El Dorado Unit,,Equipment Use,1.6,38.706661,-121.094586
Angeles National Forest,1,Miscellaneous,0.25,34.1269444,-117.784167
Los Padres National Forest,0,Miscellaneous,75,36.3433333,-121.874722
Angeles National Forest,0,Arson,0.1,34.4152778,-117.778889
Shasta-Trinity National Forest,0,Equipment Use,0.1,40.8833333,-122.383333
Inyo National Forest,0,Equipment Use,0.1,37.22,-118.48
Stanislaus National Forest,0,Equipment Use,0.05,38.2022222,-120.016111
San Bernardino National Forest,0,Miscellaneous,0.1,34.3127778,-117.475
California Desert District,0,Missing/Undefined,32,33.73586,-117.33419
Central California District,0,Powerline,0.6,35.2467,-119.8572
Santa Monica Mountains National Recreation Area,0,Equipment Use,0.4,34.1267,-118.38206
Mendocino Unit,0,Missing/Undefined,8,39.218616,-123.331438
Shasta-Trinity Unit,0,Equipment Use,0.01,40.63843,-122.24235
Fresno-Kings Unit,,Equipment Use,2,36.208968,-120.372899
Mendocino Unit,1,Debris Burning,0.1,39.452875,-123.795926
Butte Unit,0,Arson,0.25,39.912242,-121.601475
Tulare Unit,1,Miscellaneous,8.7,36.052529,-118.937099
Nevada-Yuba-Placer Unit,0,Equipment Use,1,39.095835,-121.144745
San Luis Obispo Unit,,Missing/Undefined,7,35.611923,-120.624564
Shasta-Trinity Unit,0,Missing/Undefined,37,40.786,-121.95329
Tulare Unit,,Missing/Undefined,1,36.078132,-118.904607
Tehama-Glenn Unit,,Miscellaneous,0.1,40.06805555,-122.1611111
Riverside Unit,,Miscellaneous,2,33.95805555,-117.0188889
Riverside Unit,,Miscellaneous,1,33.78305555,-117.4980556
Angeles National Forest,0,Equipment Use,2,34.3455556,-118.531111
San Bernardino National Forest,0,Miscellaneous,17.2,34.39,-117.574722
Round Valley Tribe,0,Miscellaneous,0.5,39.80846,-123.270742
California Desert District,0,Missing/Undefined,25,33.79211,-117.46653
San Luis Obispo Unit,0,Missing/Undefined,2,35.674009,-120.730042
Nevada-Yuba-Placer Unit,0,Missing/Undefined,1,39.036572,-120.794557
Amador-El Dorado Unit,,Miscellaneous,0.01,38.737733,-120.970301
Butte Unit,,Smoking,0.1,39.816481,-121.626018
Tehama-Glenn Unit,,Equipment Use,0.1,40.016819,-122.401289
Santa Clara Unit,0,Equipment Use,2.5,37.159867,-121.698567
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.854887,-121.28442
Lassen-Modoc Unit,,Missing/Undefined,0.22,40.533333,-120.8
Nevada-Yuba-Placer Unit,0,Equipment Use,7,39.174259,-121.317455
Amador-El Dorado Unit,,Miscellaneous,3.3,38.474441,-121.171167
San Benito-Monterey Unit,,Miscellaneous,66,36.606567,-121.196617
Amador-El Dorado Unit,,Miscellaneous,3,38.42809965,-121.0560321
Shasta-Trinity Unit,0,Missing/Undefined,1,40.96198,-121.57898
Shasta-Trinity Unit,0,Missing/Undefined,4,40.4988,-122.199109
Tuolumne-Calaveras Unit,0,Missing/Undefined,0.3,37.962604,-120.266631
San Luis Obispo Unit,,Missing/Undefined,1,35.641347,-120.567506
Riverside Unit,,Missing/Undefined,0.01,33.92292,-116.685351
Merced-Mariposa Unit,,Missing/Undefined,1,37.124438,-119.73701
Siskiyou Unit,0,Smoking,0.1,41.670333,-122.349317
Lassen-Modoc Unit,0,Missing/Undefined,0.5,41.530567,-120.523647
Marin County Fire Department,,Arson,0.1,38.11388888,-122.5119444
Shasta-Trinity Unit,,Miscellaneous,1,40.48888888,-122.3530556
Inyo National Forest,0,Lightning,0.1,37.7052778,-119.050833
Eldorado National Forest,0,Campfire,1.7,38.8177778,-120.365278
Six Rivers National Forest,0,Arson,0.5,41.4377778,-123.501944
Lake Tahoe Basin Management Unit,0,Smoking,0.1,39.2144444,-120.092778
San Bernardino National Forest,0,Equipment Use,1,34.3761111,-117.561944
San Bernardino National Forest,0,Equipment Use,1,34.3761111,-117.561944
San Bernardino National Forest,0,Equipment Use,2,34.3744444,-117.458611
Plumas National Forest,0,Campfire,0.1,40.2325,-120.531944
Shasta-Trinity Unit,0,Children,0.1,40.9075,-121.636617
Santa Clara Unit,0,Missing/Undefined,1,37.74227,-121.572476
San Bernardino Unit,,Miscellaneous,9,34.061111,-116.59
Mendocino Unit,,Equipment Use,11,39.834118,-123.575934
Amador-El Dorado Unit,,Powerline,0.1,38.725446,-120.569834
San Mateo-Santa Cruz Unit,,Missing/Undefined,0.1,36.99704,-121.8957
Butte Unit,0,Miscellaneous,0.25,39.376525,-121.377089
Marin County Fire Department,,Arson,0.1,38.1,-122.5
Sonoma-Lake Napa Unit,,Miscellaneous,0.01,38.450773,-123.120083
Tuolumne-Calaveras Unit,0,Equipment Use,4,38.06998,-120.495124
Fresno-Kings Unit,,Missing/Undefined,2,36.094929,-120.521898
Shasta-Trinity Unit,0,Miscellaneous,0.1,40.399063,-122.285709
Nevada-Yuba-Placer Unit,,Debris Burning,0.1,38.885338,-121.11983
Nevada-Yuba-Placer Unit,0,Missing/Undefined,21.2,38.944677,-121.355276
Riverside Unit,,Equipment Use,0.1,33.778125,-117.371344
San Bernardino Unit,,Railroad,1,34.38223,-117.5675
Fresno-Kings Unit,,Miscellaneous,0.5,36.18,-120.3730556
Nevada-Yuba-Placer Unit,,Miscellaneous,5,38.77611111,-121.47
Riverside Unit,,Children,0.3,33.88305555,-117.2188889
Modoc National Forest,1,Lightning,0.25,41.2702778,-120.350833
Modoc National Forest,1,Lightning,0.1,41.2630556,-120.316111
Eldorado National Forest,0,Campfire,0.1,38.7155556,-120.513056
Eldorado National Forest,0,Campfire,0.1,38.8844444,-120.439167
Modoc National Forest,1,Lightning,0.1,41.2741667,-120.348056
Modoc National Forest,1,Lightning,0.1,41.2636111,-120.318611
Eldorado National Forest,1,Miscellaneous,0.25,38.6833333,-120.292778
Modoc National Forest,4,Lightning,0.1,41.2733333,-120.288056
Sequoia National Forest,0,Miscellaneous,5.4,35.7022222,-118.417778
Southern California Agency,0,Arson,0.3,33.9508,-116.8386
California Desert District,0,Miscellaneous,6,32.6186,-116.7778
Central California District,0,Arson,0.1,35.2886,-119.615
Northern California District,0,Miscellaneous,0.1,40.0258,-120.1039
Northern California District,0,Lightning,0.1,41.1997,-120.4331
Northern California District,0,Lightning,0.1,41.1986,-120.4322
Northern California District,0,Lightning,0.1,41.1994,-120.4458
Northern California District,0,Lightning,0.1,40.91117,-120.141033
Northern California District,0,Lightning,0.1,41.2033,-120.4147
Northern California District,2,Lightning,7.3,41.3664,-120.1342
Golden Gate National Recreation Area,0,Equipment Use,0.1,37.6169,-122.4922
Lassen Volcanic National Park,1,Lightning,0.5,40.51469,-121.38576
Mojave National Preserve,0,Missing/Undefined,1,36.1664,-116.1106
Yosemite National Park,0,Smoking,0.1,37.735,-119.512
Sonoma-Lake Napa Unit,1,Miscellaneous,0.5,38.558133,-122.449701
Sonoma-Lake Napa Unit,0,Equipment Use,2,38.802946,-122.833015
Fresno-Kings Unit,,Miscellaneous,4,37.006389,-119.568889
Shasta-Trinity Unit,0,Miscellaneous,0.25,40.585541,-122.450629
Sonoma-Lake Napa Unit,,Miscellaneous,0.01,38.513212,-122.983903
Butte Unit,0,Debris Burning,0.2,39.819779,-121.922722
Fresno-Kings Unit,,Missing/Undefined,3,36.29338,-120.270399
Santa Clara Unit,0,Miscellaneous,1,37.2135,-121.912167
Monte Vista Unit,0,Missing/Undefined,0.1,33.261491,-117.092567
Shasta-Trinity Unit,0,Debris Burning,1,40.502872,-121.902006
Riverside Unit,,Missing/Undefined,1,33.60178,-117.101066
Mendocino Unit,0,Children,0.1,39.423118,-123.780301
Fresno-Kings Unit,,Miscellaneous,1,36.29338,-120.270399
Nevada-Yuba-Placer Unit,0,Equipment Use,1,39.248792,-121.438393
Nevada-Yuba-Placer Unit,,Equipment Use,0.08,38.84079849,-121.1115382
Tulare Unit,,Arson,0.5,36.016718,-118.826199
Merced-Mariposa Unit,0,Missing/Undefined,62,37.171692,-120.176187
Nevada-Yuba-Placer Unit,0,Miscellaneous,5,39.049786,-121.035423
Fresno-Kings Unit,0,Missing/Undefined,0.5,36.209058,-120.391199
Fresno-Kings Unit,0,Missing/Undefined,28,36.150929,-120.372515
Inyo National Forest,0,Miscellaneous,0.1,37.6527778,-118.985833
Angeles National Forest,0,Miscellaneous,0.1,34.4813889,-118.240833
Modoc National Forest,0,Lightning,0.1,41.2616667,-120.323056
Modoc National Forest,0,Lightning,0.2,41.3058333,-120.330556
Modoc National Forest,0,Lightning,0.25,41.2786111,-120.345
Sierra National Forest,0,Campfire,0.1,37.0886111,-118.983611
Stanislaus National Forest,0,Miscellaneous,0.02,38.2905556,-120.336944
Modoc National Forest,0,Lightning,0.1,41.2905556,-120.260556
Six Rivers National Forest,1,Miscellaneous,0.3,41.3066667,-123.531944
Six Rivers National Forest,1,Miscellaneous,0.2,41.2983333,-123.541667
Lake Tahoe Basin Management Unit,0,Lightning,0.25,39.015,-120.202778
Lake Tahoe Basin Management Unit,0,Campfire,0.1,39.2480556,-120.013889
Lake Tahoe Basin Management Unit,0,Campfire,0.1,39.2572222,-120.012222
Klamath National Forest,0,Arson,0.1,41.8108333,-123.382778
San Bernardino National Forest,0,Miscellaneous,2,34.2011111,-117.408611
San Bernardino National Forest,0,Miscellaneous,0.5,34.2886111,-117.4425
Hoopa Valley Tribe,0,Arson,0.2,41.0253,-123.6539
Hoopa Valley Tribe,1,Debris Burning,0.1,41.0606,-123.6883
Hoopa Valley Tribe,0,Arson,0.1,41.0625,-123.6908
Southern California Agency,1,Arson,5,33.9897,-116.86
Butte Unit,0,Missing/Undefined,0.5,39.801134,-121.89115
Mendocino Unit,0,Equipment Use,0.25,39.359967,-123.743633
Amador-El Dorado Unit,,Miscellaneous,0.5,38.439121,-120.723873
Merced-Mariposa Unit,,Miscellaneous,1,37.07611111,-120.51
Lassen-Modoc Unit,,Miscellaneous,232,40.32888888,-120.545
Angeles National Forest,0,Miscellaneous,0.25,34.4477778,-117.853333
Eldorado National Forest,0,Campfire,0.1,38.9102778,-120.749167
Angeles National Forest,0,Arson,40,34.4566667,-118.509167
Sierra National Forest,0,Campfire,0.15,37.1611111,-119.197778
Sierra National Forest,114,Lightning,460,37.5444444,-119.213056
Shasta-Trinity National Forest,1,Railroad,0.1,40.9025,-122.375833
Angeles National Forest,0,Equipment Use,1,34.4441667,-118.363056
Plumas National Forest,1,Lightning,0.15,40.135,-120.440556
Sequoia National Forest,0,Campfire,0.1,36.7505556,-118.892222
Lake Tahoe Basin Management Unit,0,Campfire,0.1,38.9338889,-120.111667
Tahoe National Forest,0,Lightning,0.25,39.4072222,-120.061389
Tahoe National Forest,1,Lightning,0.1,39.4522222,-120.066111
San Bernardino National Forest,0,Debris Burning,0.01,34.2366667,-117.273889
San Bernardino National Forest,0,Equipment Use,0.1,34.185,-117.145556
Plumas National Forest,2,Lightning,0.1,40.0916667,-120.4525
Plumas National Forest,0,Lightning,0.05,40.0672222,-120.440278
Hoopa Valley Tribe,0,Campfire,0.1,41.0744,-123.6889
Southern California Agency,1,Miscellaneous,25,33.52953,-116.11661
Central California District,0,Missing/Undefined,4,35.3769,-118.5558
Central California District,0,Missing/Undefined,0.1,35.8092,-118.5408
Northern California District,0,Lightning,0.1,40.9419,-120.2578
Northern California District,1,Lightning,0.1,40.62116,-120.30049
Santa Clara Unit,,Missing/Undefined,0.1,37.811474,-121.577227
San Benito-Monterey Unit,0,Miscellaneous,5,36.188733,-121.164751
Sonoma-Lake Napa Unit,,Equipment Use,1,38.943889,-122.830556
Merced-Mariposa Unit,,Missing/Undefined,1,37.325278,-119.626667
Tuolumne-Calaveras Unit,0,Miscellaneous,0.1,38.066617,-120.209
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.2,38.945245,-121.046073
Los Angeles County Fire Department,,Missing/Undefined,3,34.716666,-118.633333
Shasta-Trinity Unit,0,Missing/Undefined,23,40.710694,-122.036311
Tuolumne-Calaveras Unit,,Miscellaneous,1,37.83915,-120.842017
Nevada-Yuba-Placer Unit,0,Lightning,1,39.39442,-120.025203
Nevada-Yuba-Placer Unit,0,Equipment Use,0.22,38.997524,-120.920196
Fresno-Kings Unit,,Missing/Undefined,0.3,35.817778,-120.097778
Sonoma-Lake Napa Unit,,Equipment Use,0.1,38.247164,-122.412766
Riverside Unit,,Miscellaneous,0.25,33.68503,-116.949129
Mendocino Unit,0,Equipment Use,0.1,39.660449,-123.477308
Humboldt-Del Norte Unit,,Equipment Use,0.01,41.13611,-124.16028
Fresno-Kings Unit,,Miscellaneous,0.1,36.10111111,-120.2630556
Fresno-Kings Unit,,Miscellaneous,3,36.67805555,-119.565
Nevada-Yuba-Placer Unit,,Miscellaneous,0.5,38.75194444,-121.3930556
Nevada-Yuba-Placer Unit,,Miscellaneous,1,39.23611111,-121.3769444
Nevada-Yuba-Placer Unit,,Miscellaneous,1,39.155,-121.5888889
San Bernardino Unit,,Miscellaneous,0.1,34.03388888,-117.1188889
Riverside Unit,,Miscellaneous,1,33.66,-115.7988889
Riverside Unit,,Miscellaneous,1,33.61305555,-116.095
Riverside Unit,,Debris Burning,0.1,33.99111111,-117.4169444
Cleveland National Forest,0,Equipment Use,0.1,32.8416667,-116.683056
Shasta-Trinity National Forest,0,Campfire,0.1,41.3586111,-122.534444
Angeles National Forest,0,Equipment Use,0.1,34.4663889,-118.331944
Eldorado National Forest,0,Miscellaneous,0.1,38.7055556,-120.08
Stanislaus National Forest,0,Lightning,884,38.2283333,-119.914167
San Bernardino National Forest,0,Miscellaneous,2.75,34.1108333,-117.029444
California Desert District,3,Missing/Undefined,33.5,36.4441,-116.825997
California Desert District,0,Missing/Undefined,0.1,33.84122,-116.23569
Central California District,0,Missing/Undefined,0.5,35.2919,-119.4164
Northern California District,1,Lightning,1.5,40.9997,-120.1433
Joshua Tree National Monument,0,Fireworks,0.1,33.74857,-115.82438
Yosemite National Park,87,Lightning,965,37.9968,-119.7268
Shasta-Trinity Unit,0,Missing/Undefined,1,40.47216,-122.181142
Monte Vista Unit,,Equipment Use,0.1,33.2,-117.216666
Tuolumne-Calaveras Unit,,Debris Burning,0.25,38.054803,-120.228418
Humboldt-Del Norte Unit,0,Miscellaneous,2,40.28725,-123.804967
Kern County Fire Department,,Miscellaneous,0.5,34.866666,-118.25
Shasta-Trinity Unit,0,Missing/Undefined,2,40.4774,-122.22599
Butte Unit,0,Miscellaneous,2.5,39.895491,-121.607914
San Mateo-Santa Cruz Unit,,Miscellaneous,0.01,36.9916847,-121.9346787
Shasta-Trinity Unit,0,Equipment Use,4,40.918833,-121.873333
Santa Clara Unit,,Missing/Undefined,1,36.968402,-121.384005
Sonoma-Lake Napa Unit,0,Miscellaneous,5,39.009428,-122.608287
Tuolumne-Calaveras Unit,0,Miscellaneous,1,38.101661,-120.926406
Sonoma-Lake Napa Unit,,Missing/Undefined,0.1,38.306144,-122.73157
Tuolumne-Calaveras Unit,,Missing/Undefined,0.01,38.0972,-120.938883
Fresno-Kings Unit,,Equipment Use,1,36.83194444,-119.6019444
Merced-Mariposa Unit,,Miscellaneous,3,36.88111111,-119.7930556
Merced-Mariposa Unit,,Miscellaneous,0.1,37.05388888,-120.5538889
Merced-Mariposa Unit,,Debris Burning,3,37.27388888,-120.3430556
Butte Unit,,Debris Burning,1,39.435,-121.5438889
Nevada-Yuba-Placer Unit,,Arson,0.1,38.73611111,-121.4111111
San Luis Obispo Unit,,Miscellaneous,0.1,35.14,-120.6280556
Shasta-Trinity National Forest,0,Campfire,4.1,40.9116667,-122.9475
Six Rivers National Forest,0,Equipment Use,0.1,40.9177778,-123.617778
Angeles National Forest,0,Campfire,1,34.1841667,-118.095556
San Bernardino National Forest,0,Miscellaneous,0.5,33.7538889,-116.725556
San Bernardino National Forest,0,Campfire,0.1,33.6572222,-116.672222
Tahoe National Forest,19,Campfire,0.1,39.4113889,-120.529167
Hoopa Valley Tribe,0,Arson,1,41.025,-123.6614
Southern California Agency,0,Miscellaneous,100,33.9833,-116.8669
Tule River Agency,0,Arson,0.3,36.03642,-118.77128
Tule River Agency,0,Arson,0.1,36.04114,-118.76717
Yosemite National Park,1,Campfire,11,37.6819,-119.4978
Siskiyou Unit,0,Equipment Use,4,41.94365,-122.5874
Riverside Unit,,Smoking,0.1,33.919681,-116.802082
Nevada-Yuba-Placer Unit,,Arson,0.1,39.306751,-121.414849
Monte Vista Unit,,Miscellaneous,3,32.97795,-116.890833
San Benito-Monterey Unit,,Miscellaneous,0.25,35.947016,-120.875882
Sonoma-Lake Napa Unit,,Missing/Undefined,0.5,38.427778,-122.341111
Nevada-Yuba-Placer Unit,0,Equipment Use,1,38.931135,-121.093623
Nevada-Yuba-Placer Unit,0,Missing/Undefined,1,39.338424,-121.08611
Humboldt-Del Norte Unit,,Missing/Undefined,0.5,40.122333,-123.760667
Sonoma-Lake Napa Unit,,Missing/Undefined,0.01,38.940307,-122.780518
Tuolumne-Calaveras Unit,0,Equipment Use,10,38.059573,-120.950851
Tuolumne-Calaveras Unit,0,Missing/Undefined,3,37.78754,-120.463946
Tulare Unit,,Miscellaneous,1,36.623659,-118.983499
Amador-El Dorado Unit,,Miscellaneous,0.1,38.418579,-120.698842
Fresno-Kings Unit,,Missing/Undefined,0.25,36.159558,-120.390759
Merced-Mariposa Unit,0,Equipment Use,2.4,37.636381,-120.350567
Amador-El Dorado Unit,,Miscellaneous,0.1,38.708711,-121.093399
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,39.277587,-120.955204
Mendocino Unit,0,Miscellaneous,0.2,39.555175,-123.43016
Tuolumne-Calaveras Unit,,Missing/Undefined,1,37.918367,-120.452553
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.2,38.909237,-121.099103
Merced-Mariposa Unit,,Miscellaneous,0.3,37.39,-120.6230556
Merced-Mariposa Unit,,Miscellaneous,0.3,37.39194444,-120.6111111
Merced-Mariposa Unit,,Miscellaneous,4,37.05,-120.8261111
Merced-Mariposa Unit,,Miscellaneous,2,37.32805555,-120.5211111
Merced-Mariposa Unit,,Equipment Use,0.1,37.32805555,-120.8619444
Merced-Mariposa Unit,,Equipment Use,2,37.36888888,-120.5661111
Nevada-Yuba-Placer Unit,,Equipment Use,1,38.88305555,-121.3338889
Tehama-Glenn Unit,,Miscellaneous,2,40.03,-122.1130556
Tehama-Glenn Unit,,Equipment Use,0.1,40.06888888,-122.2130556
Riverside Unit,,Miscellaneous,1,33.60111111,-117.2780556
Riverside Unit,,Miscellaneous,0.1,33.90305555,-116.54
Riverside Unit,,Miscellaneous,1,33.70805555,-116.2861111
Riverside Unit,,Equipment Use,1,33.82111111,-117.0038889
Cleveland National Forest,0,Smoking,0.3,32.7294444,-116.485833
Eldorado National Forest,1,Campfire,0.1,38.66,-120.399722
Angeles National Forest,0,Campfire,0.1,34.1672222,-117.683611
San Bernardino National Forest,0,Miscellaneous,0.01,34.2502778,-117.216667
Northern California Agency,0,Lightning,0.3,41.1917,-123.7508
Fort Yuma Agency,2,Arson,5,32.8103,-114.5892
Central California District,0,Missing/Undefined,0.5,35.1728,-119.5108
Humboldt-Del Norte Unit,0,Missing/Undefined,0.01,40.350867,-123.921467
Shasta-Trinity Unit,0,Missing/Undefined,1,40.441832,-122.320302
Mendocino Unit,0,Arson,0.2,39.727209,-123.261765
Shasta-Trinity Unit,0,Arson,0.25,40.53838,-122.47292
Nevada-Yuba-Placer Unit,0,Missing/Undefined,0.1,38.909769,-121.087478
Fresno-Kings Unit,,Missing/Undefined,1,36.63874,-120.624597
Nevada-Yuba-Placer Unit,0,Equipment Use,0.3,39.095217,-121.084562
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.01,39.278279,-121.122781
Riverside Unit,,Equipment Use,0.1,33.528858,-116.899267
Sonoma-Lake Napa Unit,,Missing/Undefined,3,38.7075,-122.050278
Merced-Mariposa Unit,0,Miscellaneous,0.1,37.334525,-119.671669
Mendocino Unit,0,Arson,0.4,39.729407,-123.252063
Mendocino Unit,0,Equipment Use,2,39.044481,-123.150428
Riverside Unit,,Arson,1,33.554474,-117.035729
Nevada-Yuba-Placer Unit,,Missing/Undefined,0.1,38.945245,-121.046073
Shasta-Trinity Unit,0,Missing/Undefined,1.6,40.658082,-122.319632
Fresno-Kings Unit,,Miscellaneous,1,36.66194444,-119.43
Fresno-Kings Unit,,Debris Burning,1,36.675,-119.4030556
Fresno-Kings Unit,,Miscellaneous,1,36.63388888,-119.7861111
Merced-Mariposa Unit,,Miscellaneous,7.7,36.99305555,-120.7080556
Nevada-Yuba-Placer Unit,,Miscellaneous,1,39.21388888,-121.5111111
Riverside Unit,,Miscellaneous,0.1,33.91805555,-116.9119444
Riverside Unit,,Equipment Use,0.3,33.84694444,-117.2788889
Angeles National Forest,0,Equipment Use,0.6,34.68,-118.433333
Angeles National Forest,0,Arson,0.1,34.4205556,-117.795556
Six Rivers National Forest,2,Campfire,1,41.2283333,-123.654444
Lake Tahoe Basin Management Unit,1,Lightning,0.1,38.8938889,-120.119444
Lake Tahoe Basin Management Unit,0,Children,0.1,38.9311111,-120.067778
Eldorado National Forest,0,Lightning,0.5,38.8586111,-120.253333
Tahoe National Forest,1,Campfire,0.1,39.3144444,-120.556944
San Bernardino National Forest,1,Arson,14.6,33.6758333,-116.835556
San Bernardino National Forest,0,Miscellaneous,0.3,34.2152778,-117.284722
California Desert District,0,Missing/Undefined,0.1,34.8792,-114.7475
Grasslands Wildlife Management Area,1,Miscellaneous,8,36.9925,-120.7080556
